,q_num,user,rank,feature_rank,activity
0,360.0,418556.0,0.0,"[1, 2, 3]",edit
1,360.0,230513.0,1192.0,"[1, 3, 2]",comment
2,360.0,312172.0,3224.0,"[3, 2, 1]",edit
0,361.0,729187.0,1867.0,"[3, 2, 1]",favorite
1,361.0,251173.0,2656.0,"[3, 2, 1]",edit
2,361.0,1237610.0,3545.0,"[3, 2, 1]",answer
0,362.0,1094597.0,1861.0,"[1, 3, 2]",favorite
1,362.0,359226.0,2870.0,"[3, 2, 1]",edit
2,362.0,573057.0,3509.0,"[3, 2, 1]",answer
3,362.0,204788.0,4588.0,"[3, 2, 1]",answer
4,362.0,318921.0,5178.0,"[1, 3, 2]",comment
5,362.0,243991.0,5403.0,"[1, 3, 2]",answer
6,362.0,328982.0,5696.0,"[1, 3, 2]",answer
7,362.0,1032098.0,13608.0,"[1, 3, 2]",favorite
8,362.0,849851.0,16024.0,"[1, 3, 2]",answer
9,362.0,1564766.0,36278.0,"[1, 3, 2]",favorite
10,362.0,1516759.0,50245.0,"[1, 3, 2]",favorite
0,363.0,88442.0,3465.0,"[3, 2, 1]",answer
1,363.0,1066828.0,4486.0,"[3, 2, 1]",edit
2,363.0,1375690.0,5504.0,"[3, 2, 1]",comment
3,363.0,293686.0,6149.0,"[3, 2, 1]",comment
0,364.0,344555.0,3262.0,"[3, 2, 1]",comment
1,364.0,211197.0,4110.0,"[3, 2, 1]",comment
0,365.0,384674.0,4134.0,"[3, 2, 1]",favorite
1,365.0,1181011.0,4163.0,"[3, 2, 1]",comment
2,365.0,643141.0,4211.0,"[3, 1, 2]",favorite
3,365.0,1117127.0,4820.0,"[3, 2, 1]",edit
4,365.0,753769.0,5126.0,"[3, 2, 1]",answer
5,365.0,707111.0,5652.0,"[1, 3, 2]",edit
0,366.0,1001027.0,3716.0,"[3, 2, 1]",answer
1,366.0,18122.0,6433.0,"[1, 3, 2]",edit
2,366.0,6345090.0,55199.0,"[1, 3, 2]",answer
0,367.0,1237171.0,11.0,"[3, 2, 1]",comment
1,367.0,829571.0,1796.0,"[1, 3, 2]",edit
2,367.0,187141.0,3419.0,"[3, 2, 1]",answer
3,367.0,400251.0,12702.0,"[1, 3, 2]",answer
4,367.0,1427694.0,38854.0,"[1, 3, 2]",answer
0,368.0,1199779.0,1060.0,"[3, 2, 1]",comment
1,368.0,9686.0,4508.0,"[3, 2, 1]",comment
2,368.0,108915.0,5665.0,"[1, 3, 2]",comment
3,368.0,247533.0,5667.0,"[1, 3, 2]",edit
0,369.0,43786.0,4605.0,"[3, 2, 1]",answer
0,370.0,1375049.0,106.0,"[3, 2, 1]",edit
1,370.0,649852.0,6226.0,"[1, 3, 2]",comment
0,371.0,157882.0,751.0,"[1, 3, 2]",edit
0,372.0,571407.0,1.0,"[1, 3, 2]",comment
1,372.0,1214302.0,2198.0,"[3, 2, 1]",comment
2,372.0,355231.0,17812.0,"[1, 3, 2]",edit
3,372.0,289723.0,19536.0,"[1, 3, 2]",answer
4,372.0,2888874.0,46132.0,"[1, 3, 2]",answer
0,373.0,22656.0,1567.0,"[1, 3, 2]",answer
1,373.0,432806.0,5439.0,"[3, 2, 1]",answer
2,373.0,1408085.0,36519.0,"[1, 3, 2]",answer
0,374.0,418556.0,0.0,"[1, 2, 3]",comment
1,374.0,1029089.0,2385.0,"[3, 2, 1]",answer
0,375.0,259686.0,807.0,"[3, 2, 1]",answer
1,375.0,201359.0,1266.0,"[1, 3, 2]",answer
2,375.0,1076640.0,1438.0,"[3, 2, 1]",answer
3,375.0,1077644.0,1989.0,"[3, 2, 1]",comment
0,376.0,1440354.0,4770.0,"[3, 2, 1]",favorite
1,376.0,1439340.0,11356.0,"[1, 3, 2]",answer
0,377.0,20322.0,2868.0,"[3, 1, 2]",comment
1,377.0,1119597.0,11914.0,"[1, 3, 2]",comment
0,378.0,749069.0,1277.0,"[3, 2, 1]",edit
1,378.0,251173.0,3789.0,"[3, 2, 1]",edit
2,378.0,523744.0,4744.0,"[3, 2, 1]",comment
3,378.0,1012284.0,5191.0,"[3, 2, 1]",edit
4,378.0,1252186.0,5875.0,"[1, 3, 2]",comment
5,378.0,917511.0,9007.0,"[1, 3, 2]",favorite
6,378.0,821443.0,13462.0,"[1, 3, 2]",comment
7,378.0,911518.0,15853.0,"[1, 3, 2]",answer
8,378.0,933890.0,15854.0,"[1, 3, 2]",answer
0,379.0,630779.0,1736.0,"[3, 2, 1]",answer
0,380.0,1077770.0,670.0,"[3, 2, 1]",edit
1,380.0,969762.0,1760.0,"[3, 2, 1]",answer
2,380.0,16883.0,3049.0,"[3, 2, 1]",comment
3,380.0,1079354.0,3126.0,"[3, 2, 1]",comment
4,380.0,980521.0,3661.0,"[3, 2, 1]",comment
5,380.0,584420.0,4471.0,"[3, 2, 1]",answer
6,380.0,215974.0,4793.0,"[3, 1, 2]",comment
7,380.0,122101.0,7027.0,"[1, 3, 2]",edit
8,380.0,313205.0,7375.0,"[1, 3, 2]",comment
0,381.0,1127270.0,3046.0,"[3, 2, 1]",comment
0,382.0,802744.0,2033.0,"[3, 2, 1]",comment
1,382.0,684934.0,3044.0,"[1, 3, 2]",edit
2,382.0,412763.0,3447.0,"[1, 3, 2]",comment
3,382.0,406429.0,3605.0,"[1, 3, 2]",comment
4,382.0,930728.0,4628.0,"[1, 3, 2]",answer
0,383.0,1003603.0,996.0,"[3, 2, 1]",comment
1,383.0,203657.0,1561.0,"[1, 3, 2]",edit
2,383.0,717383.0,3327.0,"[3, 2, 1]",edit
3,383.0,528724.0,6107.0,"[1, 3, 2]",comment
4,383.0,974935.0,11357.0,"[1, 3, 2]",answer
0,384.0,1374311.0,5067.0,"[3, 1, 2]",answer
1,384.0,1346418.0,5401.0,"[3, 2, 1]",edit
0,385.0,438992.0,946.0,"[1, 3, 2]",comment
1,385.0,179850.0,1626.0,"[1, 3, 2]",answer
2,385.0,1054036.0,1666.0,"[3, 2, 1]",comment
3,385.0,15585.0,2656.0,"[3, 2, 1]",answer
4,385.0,738746.0,2942.0,"[3, 2, 1]",comment
5,385.0,813951.0,3664.0,"[3, 2, 1]",comment
6,385.0,350542.0,4404.0,"[3, 2, 1]",comment
0,386.0,521180.0,4311.0,"[3, 2, 1]",edit
0,387.0,438992.0,1491.0,"[1, 3, 2]",comment
1,387.0,164299.0,3197.0,"[3, 2, 1]",edit
2,387.0,1836.0,4170.0,"[3, 2, 1]",comment
3,387.0,618407.0,5465.0,"[3, 2, 1]",comment
4,387.0,554988.0,5985.0,"[3, 2, 1]",comment
5,387.0,116880.0,6161.0,"[3, 2, 1]",answer
6,387.0,5221960.0,42436.0,"[1, 3, 2]",answer
7,387.0,3358937.0,54522.0,"[1, 3, 2]",answer
0,388.0,1138751.0,6172.0,"[3, 2, 1]",answer
0,389.0,905619.0,3371.0,"[3, 2, 1]",answer
0,390.0,207421.0,1061.0,"[1, 3, 2]",answer
1,390.0,245770.0,1946.0,"[3, 2, 1]",answer
2,390.0,21294.0,3399.0,"[3, 2, 1]",comment
3,390.0,596720.0,4525.0,"[3, 2, 1]",comment
4,390.0,2759611.0,45311.0,"[1, 3, 2]",answer
5,390.0,2112037.0,49326.0,"[1, 3, 2]",answer
0,391.0,1173459.0,106.0,"[3, 2, 1]",edit
1,391.0,414972.0,2475.0,"[3, 2, 1]",answer
2,391.0,486139.0,2484.0,"[3, 2, 1]",answer
3,391.0,996493.0,3068.0,"[3, 2, 1]",comment
0,392.0,1373711.0,6381.0,"[3, 2, 1]",answer
0,393.0,1176596.0,750.0,"[3, 2, 1]",edit
1,393.0,714968.0,1536.0,"[1, 2, 3]",edit
2,393.0,230513.0,1548.0,"[1, 3, 2]",edit
3,393.0,1057230.0,2502.0,"[1, 3, 2]",comment
4,393.0,1165734.0,4305.0,"[3, 2, 1]",edit
5,393.0,1329572.0,4653.0,"[3, 2, 1]",edit
6,393.0,154112.0,12659.0,"[1, 2, 3]",edit
0,394.0,714968.0,707.0,"[1, 3, 2]",edit
1,394.0,1057230.0,1143.0,"[1, 3, 2]",answer
2,394.0,1119356.0,17774.0,"[1, 3, 2]",answer
3,394.0,1655572.0,52158.0,"[1, 3, 2]",answer
0,395.0,209513.0,2473.0,"[3, 2, 1]",answer
1,395.0,331052.0,2650.0,"[3, 1, 2]",answer
2,395.0,1158895.0,4323.0,"[1, 3, 2]",comment
0,396.0,714968.0,1221.0,"[1, 3, 2]",edit
0,397.0,358341.0,1192.0,"[3, 2, 1]",answer
1,397.0,1064728.0,2397.0,"[3, 2, 1]",answer
2,397.0,517561.0,5005.0,"[3, 2, 1]",answer
3,397.0,24396.0,5278.0,"[1, 3, 2]",edit
0,398.0,412366.0,2344.0,"[2, 3, 1]",edit
1,398.0,139506.0,3793.0,"[3, 2, 1]",answer
2,398.0,886533.0,4635.0,"[1, 3, 2]",answer
0,399.0,456073.0,1442.0,"[3, 2, 1]",answer
0,400.0,1449919.0,2186.0,"[3, 2, 1]",edit
1,400.0,1426565.0,4709.0,"[3, 2, 1]",answer
0,401.0,111398.0,785.0,"[3, 2, 1]",comment
1,401.0,438544.0,1400.0,"[3, 2, 1]",answer
2,401.0,8373.0,2324.0,"[3, 2, 1]",comment
0,402.0,571407.0,1.0,"[1, 3, 2]",answer
0,403.0,571407.0,1.0,"[1, 3, 2]",comment
1,403.0,581994.0,2303.0,"[3, 2, 1]",comment
2,403.0,27190.0,2346.0,"[3, 2, 1]",answer
3,403.0,983436.0,3021.0,"[3, 2, 1]",edit
0,404.0,12960.0,4183.0,"[3, 2, 1]",answer
1,404.0,468304.0,5953.0,"[3, 2, 1]",answer
2,404.0,876142.0,6019.0,"[3, 2, 1]",edit
0,405.0,948268.0,2404.0,"[1, 3, 2]",edit
0,406.0,61974.0,3571.0,"[1, 3, 2]",comment
0,407.0,1052227.0,22.0,"[3, 2, 1]",answer
1,407.0,812303.0,3444.0,"[3, 2, 1]",comment
2,407.0,1425223.0,4052.0,"[3, 2, 1]",comment
3,407.0,1485216.0,6975.0,"[1, 3, 2]",comment
4,407.0,1488406.0,45952.0,"[1, 3, 2]",answer
0,408.0,179850.0,2072.0,"[1, 3, 2]",answer
1,408.0,1377961.0,3467.0,"[3, 2, 1]",edit
2,408.0,183406.0,5475.0,"[1, 3, 2]",answer
0,409.0,525845.0,2141.0,"[3, 2, 1]",comment
1,409.0,40342.0,3016.0,"[1, 3, 2]",edit
2,409.0,382471.0,14160.0,"[1, 3, 2]",edit
0,410.0,37213.0,2461.0,"[1, 3, 2]",comment
1,410.0,1167210.0,3664.0,"[3, 2, 1]",answer
2,410.0,34397.0,4087.0,"[3, 2, 1]",answer
3,410.0,493939.0,4920.0,"[3, 2, 1]",edit
4,410.0,869934.0,5009.0,"[2, 3, 1]",comment
5,410.0,871953.0,5123.0,"[3, 1, 2]",answer
6,410.0,572635.0,5353.0,"[3, 2, 1]",edit
0,411.0,466862.0,3840.0,"[3, 2, 1]",answer
1,411.0,382763.0,5086.0,"[3, 2, 1]",answer
0,412.0,734276.0,70.0,"[3, 2, 1]",answer
1,412.0,127320.0,1359.0,"[3, 2, 1]",edit
2,412.0,1011995.0,2454.0,"[1, 3, 2]",edit
0,413.0,966756.0,2294.0,"[3, 2, 1]",edit
1,413.0,801434.0,3980.0,"[1, 3, 2]",answer
0,414.0,548225.0,3021.0,"[3, 2, 1]",answer
1,414.0,434407.0,3150.0,"[3, 2, 1]",comment
2,414.0,196869.0,3690.0,"[3, 2, 1]",comment
3,414.0,920539.0,8117.0,"[1, 3, 2]",answer
0,415.0,418556.0,0.0,"[1, 2, 3]",edit
1,415.0,714968.0,834.0,"[1, 2, 3]",answer
2,415.0,330315.0,3012.0,"[2, 1, 3]",comment
0,416.0,1083423.0,3568.0,"[3, 2, 1]",edit
1,416.0,753377.0,4612.0,"[3, 2, 1]",edit
2,416.0,169277.0,4695.0,"[1, 3, 2]",comment
3,416.0,476791.0,11915.0,"[1, 3, 2]",favorite
0,417.0,157882.0,1023.0,"[1, 3, 2]",answer
1,417.0,205426.0,4361.0,"[3, 2, 1]",comment
2,417.0,225899.0,4475.0,"[3, 2, 1]",favorite
3,417.0,685962.0,4671.0,"[1, 3, 2]",comment
4,417.0,81367.0,8167.0,"[1, 3, 2]",favorite
0,418.0,21234.0,2764.0,"[1, 3, 2]",answer
1,418.0,620273.0,3448.0,"[3, 2, 1]",answer
2,418.0,617996.0,4432.0,"[3, 2, 1]",answer
3,418.0,352708.0,6778.0,"[1, 3, 2]",favorite
4,418.0,828584.0,7699.0,"[1, 3, 2]",favorite
0,419.0,157882.0,1261.0,"[1, 3, 2]",answer
1,419.0,471607.0,3302.0,"[3, 1, 2]",favorite
2,419.0,1534250.0,31015.0,"[1, 3, 2]",answer
0,420.0,264338.0,1257.0,"[3, 2, 1]",answer
1,420.0,471478.0,3210.0,"[3, 2, 1]",edit
0,421.0,108207.0,2407.0,"[3, 2, 1]",edit
1,421.0,644450.0,3014.0,"[1, 3, 2]",comment
2,421.0,1223376.0,3713.0,"[3, 2, 1]",answer
0,422.0,402253.0,18.0,"[3, 2, 1]",answer
1,422.0,251861.0,52.0,"[3, 2, 1]",edit
2,422.0,135589.0,2664.0,"[3, 2, 1]",comment
3,422.0,1123448.0,3153.0,"[3, 2, 1]",comment
4,422.0,259576.0,3501.0,"[3, 2, 1]",answer
5,422.0,897112.0,4332.0,"[3, 2, 1]",comment
6,422.0,1049678.0,4722.0,"[3, 2, 1]",comment
7,422.0,324900.0,5377.0,"[1, 3, 2]",favorite
0,423.0,714968.0,1175.0,"[1, 2, 3]",edit
1,423.0,1788806.0,54987.0,"[1, 3, 2]",edit
0,424.0,12388.0,5120.0,"[3, 2, 1]",answer
1,424.0,713106.0,5655.0,"[3, 2, 1]",comment
2,424.0,1199882.0,5865.0,"[3, 2, 1]",favorite
3,424.0,1384984.0,5897.0,"[3, 2, 1]",comment
4,424.0,340390.0,5952.0,"[3, 2, 1]",answer
5,424.0,802050.0,6658.0,"[3, 2, 1]",favorite
6,424.0,755932.0,7264.0,"[1, 3, 2]",answer
7,424.0,65230.0,10199.0,"[1, 3, 2]",favorite
8,424.0,184730.0,14176.0,"[1, 3, 2]",favorite
9,424.0,432903.0,15669.0,"[1, 3, 2]",favorite
10,424.0,508957.0,16661.0,"[1, 3, 2]",favorite
11,424.0,1443840.0,47835.0,"[1, 3, 2]",favorite
12,424.0,2299789.0,52106.0,"[1, 3, 2]",answer
0,425.0,571407.0,1.0,"[1, 3, 2]",answer
0,426.0,1322978.0,765.0,"[3, 2, 1]",comment
1,426.0,37213.0,977.0,"[1, 3, 2]",answer
2,426.0,758280.0,984.0,"[3, 1, 2]",comment
3,426.0,1319021.0,1503.0,"[3, 2, 1]",comment
4,426.0,1000159.0,1803.0,"[3, 2, 1]",comment
5,426.0,212211.0,1980.0,"[3, 2, 1]",answer
6,426.0,1309650.0,2067.0,"[1, 3, 2]",answer
7,426.0,1026764.0,2242.0,"[3, 2, 1]",comment
8,426.0,5374897.0,46877.0,"[1, 3, 2]",answer
0,427.0,86989.0,6150.0,"[1, 3, 2]",comment
0,428.0,980521.0,4495.0,"[1, 3, 2]",comment
1,428.0,648900.0,11375.0,"[1, 3, 2]",edit
0,429.0,1303598.0,8.0,"[3, 2, 1]",comment
1,429.0,1303680.0,1385.0,"[3, 2, 1]",answer
2,429.0,343955.0,2630.0,"[1, 3, 2]",edit
3,429.0,596242.0,2648.0,"[3, 2, 1]",comment
4,429.0,116614.0,4075.0,"[3, 2, 1]",comment
5,429.0,1239718.0,5230.0,"[3, 2, 1]",answer
0,430.0,1149570.0,5339.0,"[2, 3, 1]",edit
0,431.0,1261247.0,1070.0,"[3, 2, 1]",answer
1,431.0,654187.0,3323.0,"[3, 2, 1]",answer
2,431.0,697449.0,3518.0,"[3, 2, 1]",answer
0,432.0,869736.0,986.0,"[1, 3, 2]",answer
1,432.0,1078381.0,2454.0,"[3, 2, 1]",edit
2,432.0,67606.0,2911.0,"[3, 2, 1]",answer
3,432.0,507519.0,3067.0,"[3, 2, 1]",comment
4,432.0,3713.0,3612.0,"[3, 2, 1]",answer
5,432.0,1037210.0,3793.0,"[3, 1, 2]",favorite
6,432.0,690553.0,3901.0,"[1, 3, 2]",comment
7,432.0,1318929.0,46091.0,"[1, 3, 2]",favorite
0,433.0,41655.0,1404.0,"[1, 3, 2]",comment
1,433.0,410946.0,5194.0,"[1, 3, 2]",favorite
2,433.0,214626.0,5981.0,"[1, 3, 2]",comment
3,433.0,848393.0,9954.0,"[1, 3, 2]",answer
4,433.0,5109863.0,28466.0,"[1, 3, 2]",answer
5,433.0,7197188.0,35965.0,"[1, 3, 2]",answer
6,433.0,3850730.0,54764.0,"[1, 3, 2]",favorite
0,434.0,45664.0,2647.0,"[3, 2, 1]",answer
0,435.0,207421.0,1132.0,"[1, 3, 2]",comment
1,435.0,92568.0,1279.0,"[3, 2, 1]",comment
2,435.0,676803.0,4083.0,"[3, 2, 1]",comment
0,436.0,196134.0,2489.0,"[3, 2, 1]",answer
1,436.0,258483.0,2993.0,"[3, 2, 1]",edit
2,436.0,232206.0,4982.0,"[1, 3, 2]",answer
0,437.0,950199.0,5642.0,"[1, 3, 2]",answer
0,438.0,1237500.0,2225.0,"[3, 2, 1]",edit
1,438.0,697449.0,2386.0,"[3, 2, 1]",comment
2,438.0,652895.0,3024.0,"[3, 2, 1]",comment
3,438.0,1407656.0,3737.0,"[1, 3, 2]",comment
4,438.0,4830754.0,42201.0,"[1, 3, 2]",answer
0,439.0,522444.0,1.0,"[1, 3, 2]",edit
1,439.0,714968.0,508.0,"[1, 3, 2]",edit
2,439.0,230513.0,510.0,"[1, 3, 2]",answer
0,440.0,1122230.0,2216.0,"[3, 2, 1]",answer
1,440.0,1356382.0,3676.0,"[3, 2, 1]",answer
0,441.0,418556.0,0.0,"[1, 2, 3]",edit
1,441.0,714968.0,724.0,"[1, 3, 2]",edit
2,441.0,1168743.0,926.0,"[3, 2, 1]",comment
3,441.0,73070.0,2665.0,"[3, 2, 1]",comment
4,441.0,21849.0,11776.0,"[1, 3, 2]",edit
0,442.0,522444.0,2.0,"[1, 3, 2]",edit
1,442.0,256196.0,2792.0,"[1, 3, 2]",comment
2,442.0,1108032.0,3796.0,"[3, 2, 1]",comment
3,442.0,1282369.0,6864.0,"[1, 3, 2]",answer
0,443.0,1412944.0,3243.0,"[3, 2, 1]",edit
1,443.0,661797.0,6211.0,"[3, 2, 1]",comment
2,443.0,568635.0,7134.0,"[1, 3, 2]",answer
0,444.0,33404.0,111.0,"[3, 2, 1]",edit
1,444.0,1024617.0,112.0,"[3, 2, 1]",answer
2,444.0,139985.0,1224.0,"[1, 3, 2]",answer
3,444.0,1185536.0,1327.0,"[3, 2, 1]",answer
4,444.0,1236500.0,1397.0,"[3, 2, 1]",answer
5,444.0,302916.0,2666.0,"[1, 3, 2]",comment
0,445.0,312041.0,936.0,"[3, 2, 1]",comment
0,446.0,418556.0,0.0,"[1, 2, 3]",edit
1,446.0,714968.0,1219.0,"[1, 3, 2]",edit
2,446.0,635608.0,3104.0,"[3, 2, 1]",edit
3,446.0,1317865.0,3284.0,"[3, 2, 1]",comment
4,446.0,4060678.0,41524.0,"[1, 3, 2]",answer
0,447.0,1176230.0,117.0,"[3, 2, 1]",comment
1,447.0,179850.0,2190.0,"[1, 3, 2]",comment
2,447.0,131433.0,3962.0,"[3, 2, 1]",comment
3,447.0,193468.0,9685.0,"[1, 3, 2]",comment
0,448.0,841550.0,98.0,"[3, 2, 1]",edit
1,448.0,37213.0,2077.0,"[1, 3, 2]",answer
2,448.0,1247781.0,4143.0,"[3, 2, 1]",comment
0,449.0,31158.0,1554.0,"[3, 2, 1]",answer
1,449.0,1139023.0,2599.0,"[3, 2, 1]",edit
2,449.0,1166690.0,5712.0,"[1, 3, 2]",favorite
0,450.0,3937.0,2277.0,"[3, 2, 1]",answer
1,450.0,464988.0,3361.0,"[1, 3, 2]",edit
2,450.0,265143.0,3798.0,"[3, 2, 1]",answer
3,450.0,1335794.0,4015.0,"[3, 2, 1]",answer
4,450.0,1393360.0,4250.0,"[3, 2, 1]",answer
0,451.0,773869.0,1547.0,"[3, 2, 1]",answer
1,451.0,1389813.0,3785.0,"[3, 2, 1]",edit
2,451.0,64967.0,3948.0,"[3, 2, 1]",answer
3,451.0,1164169.0,4311.0,"[3, 2, 1]",answer
4,451.0,104950.0,4427.0,"[3, 2, 1]",answer
5,451.0,442945.0,4818.0,"[3, 2, 1]",edit
6,451.0,1393766.0,5064.0,"[3, 2, 1]",answer
0,452.0,472317.0,2193.0,"[3, 2, 1]",comment
1,452.0,337819.0,3775.0,"[3, 2, 1]",comment
0,453.0,418556.0,0.0,"[1, 2, 3]",edit
1,453.0,1054140.0,4740.0,"[3, 2, 1]",answer
2,453.0,25141.0,5438.0,"[3, 2, 1]",edit
3,453.0,674856.0,28590.0,"[1, 3, 2]",favorite
0,454.0,418556.0,0.0,"[1, 2, 3]",comment
1,454.0,568975.0,1348.0,"[3, 2, 1]",edit
2,454.0,1076463.0,1974.0,"[1, 3, 2]",comment
3,454.0,714965.0,3664.0,"[3, 2, 1]",answer
0,455.0,996925.0,191.0,"[3, 2, 1]",comment
1,455.0,795870.0,192.0,"[3, 2, 1]",answer
2,455.0,996493.0,4041.0,"[3, 1, 2]",comment
3,455.0,721079.0,5316.0,"[1, 3, 2]",edit
0,456.0,1428596.0,31585.0,"[1, 3, 2]",answer
0,457.0,1173560.0,2220.0,"[3, 2, 1]",answer
1,457.0,155689.0,2802.0,"[3, 2, 1]",answer
2,457.0,550282.0,5156.0,"[1, 3, 2]",edit
3,457.0,439171.0,10767.0,"[1, 2, 3]",favorite
0,458.0,813618.0,2966.0,"[3, 2, 1]",comment
1,458.0,1127892.0,3633.0,"[3, 2, 1]",comment
0,459.0,554431.0,3732.0,"[3, 2, 1]",comment
1,459.0,1071383.0,3859.0,"[3, 2, 1]",edit
2,459.0,639210.0,4485.0,"[3, 2, 1]",answer
3,459.0,4102241.0,44926.0,"[1, 3, 2]",answer
4,459.0,7906919.0,45227.0,"[1, 3, 2]",answer
0,460.0,1307243.0,151.0,"[3, 2, 1]",comment
1,460.0,227313.0,156.0,"[3, 2, 1]",answer
2,460.0,903469.0,1443.0,"[3, 2, 1]",comment
3,460.0,983430.0,1936.0,"[3, 2, 1]",comment
0,461.0,1048741.0,730.0,"[2, 3, 1]",edit
1,461.0,179850.0,1510.0,"[1, 3, 2]",comment
2,461.0,1050015.0,4063.0,"[3, 2, 1]",comment
3,461.0,35989.0,13960.0,"[1, 3, 2]",answer
0,462.0,626442.0,147.0,"[3, 2, 1]",answer
1,462.0,1211188.0,936.0,"[2, 3, 1]",edit
2,462.0,930207.0,2132.0,"[3, 2, 1]",comment
3,462.0,966590.0,2966.0,"[3, 2, 1]",comment
4,462.0,19144.0,2968.0,"[3, 2, 1]",answer
5,462.0,1160825.0,4578.0,"[3, 2, 1]",answer
0,463.0,642402.0,1169.0,"[3, 2, 1]",comment
1,463.0,1181452.0,1970.0,"[3, 2, 1]",comment
2,463.0,876298.0,3461.0,"[1, 3, 2]",edit
0,464.0,1247902.0,7.0,"[3, 2, 1]",edit
1,464.0,1291492.0,2714.0,"[3, 1, 2]",comment
2,464.0,169397.0,4840.0,"[3, 2, 1]",comment
3,464.0,521799.0,4980.0,"[1, 3, 2]",answer
0,465.0,298479.0,3319.0,"[3, 2, 1]",edit
1,465.0,125617.0,9933.0,"[1, 2, 3]",favorite
2,465.0,236081.0,14971.0,"[1, 3, 2]",answer
3,465.0,541136.0,14972.0,"[1, 3, 2]",edit
4,465.0,965778.0,18615.0,"[1, 2, 3]",favorite
5,465.0,593292.0,50770.0,"[1, 2, 3]",favorite
0,466.0,36305.0,1815.0,"[3, 2, 1]",answer
0,467.0,739268.0,2323.0,"[3, 2, 1]",edit
1,467.0,105224.0,2528.0,"[3, 1, 2]",comment
0,468.0,344993.0,1167.0,"[3, 2, 1]",answer
1,468.0,243875.0,2316.0,"[3, 2, 1]",answer
2,468.0,929529.0,2794.0,"[3, 2, 1]",answer
3,468.0,636115.0,9184.0,"[1, 3, 2]",answer
4,468.0,122441.0,9322.0,"[1, 3, 2]",favorite
0,469.0,445114.0,2504.0,"[3, 2, 1]",answer
1,469.0,828625.0,3603.0,"[3, 1, 2]",edit
2,469.0,758104.0,5688.0,"[3, 1, 2]",answer
3,469.0,569042.0,9388.0,"[1, 3, 2]",answer
0,470.0,1350197.0,694.0,"[2, 3, 1]",edit
1,470.0,157882.0,737.0,"[1, 3, 2]",edit
2,470.0,3885376.0,54364.0,"[1, 3, 2]",edit
0,471.0,693752.0,2327.0,"[3, 2, 1]",answer
1,471.0,543539.0,4146.0,"[3, 2, 1]",edit
2,471.0,1234297.0,10970.0,"[1, 3, 2]",answer
0,472.0,214010.0,1761.0,"[3, 2, 1]",answer
1,472.0,1049915.0,2951.0,"[1, 3, 2]",edit
0,473.0,5416.0,1697.0,"[3, 2, 1]",answer
1,473.0,281434.0,2854.0,"[3, 2, 1]",edit
2,473.0,812912.0,3952.0,"[3, 2, 1]",comment
0,474.0,1125172.0,26.0,"[3, 2, 1]",comment
1,474.0,209513.0,3648.0,"[3, 2, 1]",answer
2,474.0,139595.0,3871.0,"[3, 2, 1]",answer
3,474.0,714965.0,4142.0,"[3, 2, 1]",answer
4,474.0,832000.0,6024.0,"[1, 3, 2]",comment
5,474.0,760393.0,13754.0,"[1, 3, 2]",favorite
6,474.0,711031.0,55693.0,"[1, 2, 3]",favorite
0,475.0,76465.0,2149.0,"[3, 2, 1]",answer
1,475.0,785349.0,3550.0,"[3, 2, 1]",comment
0,476.0,57695.0,2.0,"[1, 3, 2]",comment
1,476.0,139985.0,985.0,"[1, 3, 2]",answer
0,477.0,20322.0,3357.0,"[1, 3, 2]",answer
1,477.0,805284.0,32807.0,"[1, 3, 2]",favorite
0,478.0,571407.0,1.0,"[1, 3, 2]",answer
1,478.0,928711.0,1276.0,"[1, 3, 2]",comment
2,478.0,623401.0,1408.0,"[3, 2, 1]",comment
3,478.0,671619.0,3962.0,"[3, 2, 1]",answer
0,479.0,22656.0,1257.0,"[1, 3, 2]",answer
1,479.0,720161.0,5595.0,"[1, 3, 2]",answer
2,479.0,3166417.0,49923.0,"[1, 3, 2]",answer
0,480.0,347368.0,2174.0,"[3, 2, 1]",answer
1,480.0,185034.0,2966.0,"[3, 2, 1]",answer
2,480.0,334274.0,3464.0,"[3, 1, 2]",comment
0,481.0,1285418.0,3044.0,"[3, 2, 1]",edit
1,481.0,1177031.0,3445.0,"[3, 2, 1]",answer
2,481.0,643742.0,5322.0,"[1, 2, 3]",edit
0,482.0,1308790.0,2885.0,"[3, 2, 1]",edit
0,483.0,714968.0,2.0,"[1, 3, 2]",edit
1,483.0,1076463.0,2318.0,"[1, 3, 2]",answer
2,483.0,119772.0,3800.0,"[3, 2, 1]",edit
3,483.0,1268895.0,5050.0,"[1, 2, 3]",edit
4,483.0,1133011.0,5256.0,"[3, 2, 1]",answer
0,484.0,57695.0,2.0,"[1, 3, 2]",comment
1,484.0,1343275.0,2498.0,"[3, 2, 1]",comment
2,484.0,129570.0,2523.0,"[1, 3, 2]",comment
3,484.0,265143.0,2872.0,"[3, 2, 1]",answer
4,484.0,128285.0,5196.0,"[3, 2, 1]",comment
0,485.0,418556.0,0.0,"[1, 2, 3]",edit
1,485.0,522444.0,1.0,"[1, 3, 2]",edit
2,485.0,73070.0,4403.0,"[3, 2, 1]",comment
3,485.0,898289.0,4519.0,"[1, 3, 2]",comment
4,485.0,1059446.0,4899.0,"[1, 3, 2]",comment
0,486.0,352841.0,1397.0,"[3, 2, 1]",comment
1,486.0,1354029.0,1410.0,"[3, 2, 1]",edit
0,487.0,3602612.0,1651.0,"[3, 2, 1]",answer
